model_id,language,weat_category_id,prompt_idx,layer_idx,entity1,entity2,attribute,attention_entity1,attention_entity2,prob_entity1,prob_entity2,bias_ratio,comments
meta-llama/Llama-3.2-1B,en,WEAT1,4,6,clover,caterpillar,freedom,0.0029201507568359375,0.004146575927734375,2.282857894897461e-05,1.0907649993896484e-05,2.092896174863388,ATLAS_base_en_WEAT1_prompt4_layer6
meta-llama/Llama-3.2-1B,en,WEAT1,4,7,clover,caterpillar,freedom,0.004364013671875,0.006786346435546875,2.282857894897461e-05,1.0907649993896484e-05,2.092896174863388,ATLAS_base_en_WEAT1_prompt4_layer7
meta-llama/Llama-3.2-1B,en,WEAT1,4,8,clover,caterpillar,freedom,0.005825042724609375,0.0090179443359375,2.282857894897461e-05,1.0907649993896484e-05,2.092896174863388,ATLAS_base_en_WEAT1_prompt4_layer8
meta-llama/Llama-3.2-1B,en,WEAT1,4,9,clover,caterpillar,freedom,0.0031261444091796875,0.0030155181884765625,2.282857894897461e-05,1.0907649993896484e-05,2.092896174863388,ATLAS_base_en_WEAT1_prompt4_layer9
meta-llama/Llama-3.2-1B,en,WEAT1,4,10,clover,caterpillar,freedom,0.0049285888671875,0.00400543212890625,2.282857894897461e-05,1.0907649993896484e-05,2.092896174863388,ATLAS_base_en_WEAT1_prompt4_layer10
meta-llama/Llama-3.2-1B,en,WEAT1,4,11,clover,caterpillar,freedom,0.003387451171875,0.002666473388671875,2.282857894897461e-05,1.0907649993896484e-05,2.092896174863388,ATLAS_base_en_WEAT1_prompt4_layer11
meta-llama/Llama-3.2-1B,en,WEAT1,4,12,clover,caterpillar,freedom,0.00872802734375,0.0113067626953125,2.282857894897461e-05,1.0907649993896484e-05,2.092896174863388,ATLAS_base_en_WEAT1_prompt4_layer12
meta-llama/Llama-3.2-1B,en,WEAT1,4,13,clover,caterpillar,freedom,0.006801605224609375,0.0109100341796875,2.282857894897461e-05,1.0907649993896484e-05,2.092896174863388,ATLAS_base_en_WEAT1_prompt4_layer13
meta-llama/Llama-3.2-1B,en,WEAT1,4,14,clover,caterpillar,freedom,0.010040283203125,0.01226806640625,2.282857894897461e-05,1.0907649993896484e-05,2.092896174863388,ATLAS_base_en_WEAT1_prompt4_layer14
meta-llama/Llama-3.2-1B,en,WEAT1,4,15,clover,caterpillar,freedom,0.009796142578125,0.0137786865234375,2.282857894897461e-05,1.0907649993896484e-05,2.092896174863388,ATLAS_base_en_WEAT1_prompt4_layer15
meta-llama/Llama-3.2-1B,en,WEAT1,5,0,clover,caterpillar,health,0.003940582275390625,0.006374359130859375,3.504753112792969e-05,1.2576580047607422e-05,2.786729857819905,ATLAS_base_en_WEAT1_prompt5_layer0
meta-llama/Llama-3.2-1B,en,WEAT1,5,1,clover,caterpillar,health,0.00286865234375,0.003345489501953125,3.504753112792969e-05,1.2576580047607422e-05,2.786729857819905,ATLAS_base_en_WEAT1_prompt5_layer1
meta-llama/Llama-3.2-1B,en,WEAT1,5,2,clover,caterpillar,health,0.0013551712036132812,0.0013990402221679688,3.504753112792969e-05,1.2576580047607422e-05,2.786729857819905,ATLAS_base_en_WEAT1_prompt5_layer2
meta-llama/Llama-3.2-1B,en,WEAT1,5,3,clover,caterpillar,health,0.00203704833984375,0.002834320068359375,3.504753112792969e-05,1.2576580047607422e-05,2.786729857819905,ATLAS_base_en_WEAT1_prompt5_layer3
meta-llama/Llama-3.2-1B,en,WEAT1,5,4,clover,caterpillar,health,0.0016040802001953125,0.0031108856201171875,3.504753112792969e-05,1.2576580047607422e-05,2.786729857819905,ATLAS_base_en_WEAT1_prompt5_layer4
meta-llama/Llama-3.2-1B,en,WEAT1,5,5,clover,caterpillar,health,0.0016012191772460938,0.002285003662109375,3.504753112792969e-05,1.2576580047607422e-05,2.786729857819905,ATLAS_base_en_WEAT1_prompt5_layer5
meta-llama/Llama-3.2-1B,en,WEAT1,5,6,clover,caterpillar,health,0.003147125244140625,0.004344940185546875,3.504753112792969e-05,1.2576580047607422e-05,2.786729857819905,ATLAS_base_en_WEAT1_prompt5_layer6
meta-llama/Llama-3.2-1B,en,WEAT1,5,7,clover,caterpillar,health,0.003986358642578125,0.006378173828125,3.504753112792969e-05,1.2576580047607422e-05,2.786729857819905,ATLAS_base_en_WEAT1_prompt5_layer7
meta-llama/Llama-3.2-1B,en,WEAT1,5,8,clover,caterpillar,health,0.00498199462890625,0.00876617431640625,3.504753112792969e-05,1.2576580047607422e-05,2.786729857819905,ATLAS_base_en_WEAT1_prompt5_layer8
meta-llama/Llama-3.2-1B,en,WEAT1,5,9,clover,caterpillar,health,0.003246307373046875,0.0035839080810546875,3.504753112792969e-05,1.2576580047607422e-05,2.786729857819905,ATLAS_base_en_WEAT1_prompt5_layer9
meta-llama/Llama-3.2-1B,en,WEAT1,5,10,clover,caterpillar,health,0.0052642822265625,0.0054168701171875,3.504753112792969e-05,1.2576580047607422e-05,2.786729857819905,ATLAS_base_en_WEAT1_prompt5_layer10
meta-llama/Llama-3.2-1B,en,WEAT1,5,11,clover,caterpillar,health,0.002956390380859375,0.002689361572265625,3.504753112792969e-05,1.2576580047607422e-05,2.786729857819905,ATLAS_base_en_WEAT1_prompt5_layer11
meta-llama/Llama-3.2-1B,en,WEAT1,5,12,clover,caterpillar,health,0.00995635986328125,0.0119476318359375,3.504753112792969e-05,1.2576580047607422e-05,2.786729857819905,ATLAS_base_en_WEAT1_prompt5_layer12
meta-llama/Llama-3.2-1B,en,WEAT1,5,13,clover,caterpillar,health,0.00629425048828125,0.01036834716796875,3.504753112792969e-05,1.2576580047607422e-05,2.786729857819905,ATLAS_base_en_WEAT1_prompt5_layer13
meta-llama/Llama-3.2-1B,en,WEAT1,5,14,clover,caterpillar,health,0.0103759765625,0.0118865966796875,3.504753112792969e-05,1.2576580047607422e-05,2.786729857819905,ATLAS_base_en_WEAT1_prompt5_layer14
meta-llama/Llama-3.2-1B,en,WEAT1,5,15,clover,caterpillar,health,0.0106658935546875,0.01453399658203125,3.504753112792969e-05,1.2576580047607422e-05,2.786729857819905,ATLAS_base_en_WEAT1_prompt5_layer15
meta-llama/Llama-3.2-1B,en,WEAT1,6,0,hyacinth,flea,caress,0.004055023193359375,0.0084075927734375,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt6_layer0
meta-llama/Llama-3.2-1B,en,WEAT1,6,1,hyacinth,flea,caress,0.002902984619140625,0.004474639892578125,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt6_layer1
meta-llama/Llama-3.2-1B,en,WEAT1,6,2,hyacinth,flea,caress,0.0017604827880859375,0.002994537353515625,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt6_layer2
meta-llama/Llama-3.2-1B,en,WEAT1,6,3,hyacinth,flea,caress,0.00202178955078125,0.004535675048828125,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt6_layer3
meta-llama/Llama-3.2-1B,en,WEAT1,6,4,hyacinth,flea,caress,0.001911163330078125,0.004344940185546875,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt6_layer4
meta-llama/Llama-3.2-1B,en,WEAT1,6,5,hyacinth,flea,caress,0.0019817352294921875,0.0035190582275390625,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt6_layer5
meta-llama/Llama-3.2-1B,en,WEAT1,6,6,hyacinth,flea,caress,0.004222869873046875,0.00873565673828125,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt6_layer6
meta-llama/Llama-3.2-1B,en,WEAT1,6,7,hyacinth,flea,caress,0.00444793701171875,0.00873565673828125,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt6_layer7
meta-llama/Llama-3.2-1B,en,WEAT1,6,8,hyacinth,flea,caress,0.00482940673828125,0.00528717041015625,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt6_layer8
meta-llama/Llama-3.2-1B,en,WEAT1,6,9,hyacinth,flea,caress,0.0033931732177734375,0.006481170654296875,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt6_layer9
meta-llama/Llama-3.2-1B,en,WEAT1,6,10,hyacinth,flea,caress,0.005077362060546875,0.007160186767578125,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt6_layer10
meta-llama/Llama-3.2-1B,en,WEAT1,6,11,hyacinth,flea,caress,0.0016603469848632812,0.0028209686279296875,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt6_layer11
meta-llama/Llama-3.2-1B,en,WEAT1,6,12,hyacinth,flea,caress,0.01165771484375,0.00970458984375,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt6_layer12
meta-llama/Llama-3.2-1B,en,WEAT1,6,13,hyacinth,flea,caress,0.00476837158203125,0.01206207275390625,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt6_layer13
meta-llama/Llama-3.2-1B,en,WEAT1,6,14,hyacinth,flea,caress,0.017913818359375,0.0157623291015625,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt6_layer14
meta-llama/Llama-3.2-1B,en,WEAT1,6,15,hyacinth,flea,caress,0.00849151611328125,0.0191650390625,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt6_layer15
meta-llama/Llama-3.2-1B,en,WEAT1,7,0,hyacinth,flea,freedom,0.004238128662109375,0.00887298583984375,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt7_layer0
meta-llama/Llama-3.2-1B,en,WEAT1,7,1,hyacinth,flea,freedom,0.00296783447265625,0.00505828857421875,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt7_layer1
meta-llama/Llama-3.2-1B,en,WEAT1,7,2,hyacinth,flea,freedom,0.0017185211181640625,0.0031280517578125,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt7_layer2
meta-llama/Llama-3.2-1B,en,WEAT1,7,3,hyacinth,flea,freedom,0.002193450927734375,0.00498199462890625,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt7_layer3
meta-llama/Llama-3.2-1B,en,WEAT1,7,4,hyacinth,flea,freedom,0.0018100738525390625,0.00479888916015625,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt7_layer4
meta-llama/Llama-3.2-1B,en,WEAT1,7,5,hyacinth,flea,freedom,0.0021533966064453125,0.00396728515625,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt7_layer5
meta-llama/Llama-3.2-1B,en,WEAT1,7,6,hyacinth,flea,freedom,0.004337310791015625,0.0110015869140625,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt7_layer6
meta-llama/Llama-3.2-1B,en,WEAT1,7,7,hyacinth,flea,freedom,0.004833221435546875,0.0110015869140625,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt7_layer7
meta-llama/Llama-3.2-1B,en,WEAT1,7,8,hyacinth,flea,freedom,0.006404876708984375,0.00753021240234375,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt7_layer8
meta-llama/Llama-3.2-1B,en,WEAT1,7,9,hyacinth,flea,freedom,0.0043792724609375,0.008392333984375,2.4437904357910156e-06,1.1920928955078125e-07,20.5,ATLAS_base_en_WEAT1_prompt7_layer9
